user_id,joke_id,rating
7167,7,4.72
7184,7,-9.43
7219,7,-9.63
7256,7,-10.0
7267,7,10.0
7325,7,1.95
7328,7,-10.0
7358,7,3.33
7404,7,-4.07
7465,7,-8.56
7532,7,-10.0
7615,7,10.0
7620,7,-10.0
7632,7,10.0
7685,7,-8.39
7689,7,-2.24
5,8,7.54
43,8,3.62
52,8,-6.79
63,8,-6.59
64,8,0.35
67,8,-6.44
109,8,4.86
124,8,7.34
153,8,0.0
159,8,-10.0
161,8,-10.0
165,8,0.0
192,8,0.0
200,8,-9.01
206,8,0.0
215,8,-8.98
223,8,-10.0
246,8,7.4
258,8,-5.67
266,8,2.76
269,8,-4.23
283,8,0.77
298,8,0.0
307,8,4.8
323,8,2.4
405,8,-7.48
444,8,-4.23
461,8,0.0
488,8,0.0
506,8,2.55
509,8,4.28
510,8,7.64
514,8,-5.12
528,8,2.64
574,8,-4.47
587,8,-3.49
631,8,4.47
644,8,1.3
646,8,-5.04
649,8,6.71
653,8,-5.57
663,8,-2.76
666,8,0.77
670,8,0.65
673,8,-5.53
677,8,9.15
687,8,-10.0
698,8,9.19
718,8,-2.97
735,8,-9.31
741,8,-5.37
758,8,0.0
762,8,1.67
764,8,4.35
768,8,-4.72
788,8,-4.94
797,8,0.0
801,8,-9.72
808,8,0.0
810,8,-2.97
812,8,0.0
820,8,-8.66
827,8,2.93
830,8,1.77
832,8,0.95
837,8,-5.43
864,8,5.98
866,8,-4.67
876,8,-10.0
886,8,-9.39
889,8,-4.72
898,8,0.0
899,8,4.88
900,8,0.0
940,8,-10.0
963,8,-2.11
995,8,0.0
1010,8,8.74
1021,8,-9.51
1037,8,-5.24
1045,8,-7.76
1053,8,-9.8
1061,8,-6.54
1081,8,-10.0
1091,8,1.67
1094,8,0.0
1096,8,-9.13
1097,8,-10.0
1116,8,-7.97
1130,8,-10.0
1132,8,-5.93
1136,8,2.52
1148,8,0.0
1153,8,0.0
1154,8,-9.23
1161,8,2.14
1168,8,2.2
1221,8,0.0
1222,8,3.05
1224,8,-2.72
1232,8,7.09
1238,8,-5.4
1257,8,-3.13
1269,8,5.85
1270,8,-3.29
1274,8,5.49
1283,8,-6.06
1296,8,-6.59
1298,8,0.0
1310,8,0.0
1335,8,0.0
1343,8,3.25
1352,8,1.02
1363,8,0.0
1364,8,9.84
1365,8,-7.52
1367,8,1.61
1371,8,4.82
1375,8,-10.0
1378,8,-6.14
1379,8,-9.43
1385,8,-4.8
1390,8,0.0
1408,8,-6.28
1423,8,4.68
1433,8,-6.22
1445,8,0.0
1455,8,-4.01
1458,8,1.18
1461,8,-10.0
1471,8,-10.0
1475,8,-7.56
1477,8,-5.24
1488,8,-8.64
1522,8,0.0
1526,8,0.0
1539,8,3.54
1550,8,0.73
1564,8,-2.28
1578,8,0.35
1636,8,6.24
1646,8,-4.13
1679,8,-7.87
1684,8,7.89
1689,8,-9.65
1694,8,2.07
1695,8,-9.51
1702,8,-10.0
1705,8,-5.28
1720,8,-3.97
1722,8,-1.34
1727,8,-5.39
1741,8,2.66
1758,8,0.0
1761,8,-8.44
1789,8,-8.68
1810,8,-7.85
1819,8,-10.0
1827,8,2.72
1862,8,-9.27
1879,8,-7.6
1897,8,0.0
1899,8,6.59
1964,8,2.44
2010,8,2.07
2025,8,0.0
2077,8,4.39
2084,8,1.91
2113,8,-7.87
2122,8,-3.07
2177,8,-5.28
2181,8,3.98
2224,8,5.05
2227,8,5.91
2247,8,3.48
2263,8,-7.87
2293,8,0.0
2316,8,0.0
2319,8,-10.0
2330,8,-8.05
2356,8,-6.83
2360,8,10.0
2372,8,0.0
2374,8,1.87
2391,8,5.6
2398,8,1.89
2402,8,0.0
2403,8,-9.74
2426,8,5.55
2440,8,-6.61
2451,8,1.63
2488,8,-6.99
2516,8,0.0
2518,8,0.0
2528,8,2.36
2532,8,2.25
2533,8,-10.0
2534,8,10.0
2536,8,0.0
2540,8,-10.0
2541,8,10.0
2543,8,0.0
2585,8,9.23
2593,8,10.0
2622,8,0.0
2626,8,4.53
2633,8,0.0
2635,8,-2.48
2637,8,3.46
2662,8,0.0
2682,8,-10.0
2724,8,0.0
2778,8,3.09
2785,8,-2.54
2786,8,-6.59
2803,8,0.0
2820,8,2.57
2853,8,-4.27
2860,8,0.0
2885,8,1.95
2922,8,0.0
2932,8,-5.67
2933,8,1.3
2948,8,-9.08
2957,8,2.24
2961,8,10.0
2983,8,0.0
3036,8,0.0
3046,8,2.05
3048,8,0.0
3066,8,4.23
3071,8,-3.33
3083,8,8.46
3119,8,-8.78
3123,8,4.39
3130,8,-10.0
3154,8,-2.02
3157,8,0.0
3219,8,-6.3
3229,8,-6.59
3234,8,0.0
3249,8,0.0
3252,8,-2.01
3253,8,-1.69
3259,8,2.52
3267,8,-4.96
3271,8,-4.45
3276,8,4.43
3294,8,4.41
3303,8,-4.55
3332,8,7.86
3339,8,-9.13
3373,8,3.86
3380,8,-1.87
3382,8,-9.19
3398,8,-7.02
3401,8,-10.0
3429,8,-5.04
3437,8,-1.42
3454,8,0.0
3462,8,-9.74
3491,8,2.98
3511,8,4.23
3513,8,-9.31
3518,8,-0.26
3519,8,-0.62
3520,8,-9.72
3560,8,0.0
3571,8,0.0
3592,8,2.68
3606,8,1.1
3607,8,2.7
3611,8,-9.47
3635,8,6.18
3687,8,0.0
3704,8,10.0
3731,8,0.0
3753,8,0.0
3755,8,3.95
3759,8,5.49
3763,8,0.0
3786,8,8.66
3790,8,-3.39
3800,8,1.75
3816,8,-10.0
3828,8,6.81
3840,8,5.66
3869,8,7.93
3876,8,1.65
3877,8,0.0
3905,8,-3.41
3927,8,10.0
3929,8,-9.02
3951,8,-4.39
3955,8,-3.13
3964,8,-2.2
4085,8,0.0
4103,8,9.77
4126,8,-8.46
4140,8,-9.63
4144,8,-3.17
4183,8,0.0
4197,8,5.35
4306,8,7.36
4322,8,1.79
4326,8,0.0
4345,8,-4.11
4361,8,-6.02
4362,8,-10.0
4364,8,5.74
4385,8,2.6
4389,8,-9.31
4392,8,-6.99
4393,8,0.47
4422,8,0.0
4436,8,-5.73
4451,8,-10.0
4463,8,0.98
4475,8,0.85
4476,8,-9.72
4485,8,4.29
4487,8,2.68
4533,8,10.0
4544,8,-3.82
4549,8,-10.0
4571,8,0.0
4577,8,3.94
4599,8,-10.0
4603,8,4.07
4620,8,1.38
4632,8,9.84
4646,8,5.53
4656,8,-2.8
4671,8,-6.77
4686,8,-1.75
4696,8,2.52
4701,8,-5.89
4705,8,0.59
4729,8,-6.54
4755,8,0.0
4793,8,0.65
4830,8,-4.8
4863,8,-6.58
4883,8,1.18
4896,8,5.77
4920,8,-7.28
4930,8,-6.99
4974,8,-3.29
5011,8,-10.0
5036,8,-10.0
5040,8,2.52
5042,8,0.0
5044,8,2.46
5061,8,-9.97
5069,8,6.1
5114,8,-10.0
5180,8,0.0
5192,8,0.0
5202,8,6.85
5216,8,-6.54
5223,8,1.49
5298,8,-1.97
5338,8,2.49
5342,8,0.0
5359,8,-10.0
5362,8,5.89
5377,8,-7.01
5378,8,0.0
5383,8,0.0
5393,8,-4.39
5397,8,-5.98
5408,8,-10.0
5424,8,-5.69
5441,8,-10.0
5452,8,0.0
5465,8,0.0
5471,8,-2.7
5486,8,3.78
5550,8,-10.0
5555,8,-6.91
5567,8,-2.65
5569,8,-9.02
5616,8,-10.0
5620,8,-2.44
5640,8,0.46
5669,8,-3.16
5698,8,-10.0
5706,8,-9.12
5709,8,10.0
5713,8,-10.0
5727,8,-9.88
5741,8,-4.52
5794,8,-7.56
5857,8,0.0
5872,8,0.0
5905,8,-9.67
5939,8,-5.43
5975,8,2.57
5992,8,-5.1
6003,8,4.56
6110,8,-8.17
6111,8,-2.48
6117,8,-5.37
6120,8,0.0
6127,8,0.0
6133,8,-9.61
6142,8,0.0
6152,8,0.0
6164,8,-9.36
6195,8,0.0
6218,8,1.34
6220,8,0.0
6268,8,-9.02
6282,8,1.51
6290,8,0.0
6316,8,6.85
6325,8,-9.19
6334,8,-4.02
6375,8,-10.0
6383,8,-2.48
6430,8,10.0
6462,8,-6.42
6478,8,-3.09
6507,8,0.0
6512,8,-7.52
6523,8,-1.59
6565,8,-5.85
6566,8,4.19
6589,8,6.15
6595,8,-3.37
6614,8,2.56
6642,8,-9.96
6644,8,-0.5
6663,8,-8.14
6682,8,-10.0
6689,8,0.0
6692,8,-10.0
6700,8,-7.86
6716,8,2.21
6749,8,-9.07
6752,8,0.0
6823,8,0.0
6841,8,9.47
6846,8,0.51
6849,8,4.96
6873,8,10.0
6895,8,3.32
6919,8,-7.52
6958,8,2.97
6966,8,-7.09
6977,8,2.64
6982,8,-3.05
6993,8,-10.0
7007,8,0.0
7012,8,-5.54
7076,8,0.0
7094,8,-10.0
7107,8,3.22
7155,8,-7.6
7161,8,-7.02
7167,8,-3.78
7184,8,-1.99
7213,8,2.44
7214,8,6.2
7219,8,-3.51
7235,8,1.3
7256,8,-3.74
7267,8,10.0
7316,8,-6.41
7325,8,-9.4
7328,8,-10.0
7379,8,4.08
7404,8,-0.24
7465,8,0.0
7477,8,3.06
7495,8,-5.69
7516,8,-10.0
7532,8,0.73
7615,8,10.0
7620,8,-10.0
7632,8,-10.0
7656,8,5.19
7685,8,3.64
7689,8,-4.59
5,13,-9.65
38,13,-5.77
52,13,-9.6
63,13,-4.96
67,13,-8.39
91,13,8.88
109,13,-3.35
124,13,-4.45
153,13,-2.94
159,13,-7.45
161,13,10.0
165,13,-8.89
192,13,-10.0
200,13,4.47
206,13,-5.85
208,13,2.85
211,13,-6.79
215,13,4.59
223,13,-10.0
258,13,-10.0
266,13,-6.34
269,13,1.71
283,13,-2.36
298,13,0.0
307,13,-2.85
338,13,3.17
343,13,-3.5
397,13,10.0
405,13,-8.01
444,13,-4.43
461,13,0.0
488,13,-0.98
505,13,0.0
506,13,-6.24
509,13,0.0
514,13,-6.02
575,13,-3.25
631,13,1.18
644,13,-6.14
646,13,5.53
653,13,-7.24
666,13,1.83
670,13,1.18
673,13,-1.46
677,13,7.89
687,13,-9.88
698,13,9.11
718,13,0.0
735,13,-8.54
741,13,-9.76
762,13,-0.89
764,13,-10.0
769,13,-10.0
788,13,-5.04
790,13,5.22
797,13,-9.8
801,13,-7.2
810,13,-1.91
820,13,-3.82
832,13,-1.17
834,13,-9.78
837,13,-6.74
860,13,2.09
864,13,-1.02
876,13,-10.0
886,13,-9.72
889,13,-3.59
900,13,0.0
940,13,-5.77
1010,13,-8.54
1021,13,0.0
1045,13,-10.0
1053,13,-10.0
1056,13,6.54
1061,13,-7.15
1081,13,9.39
1096,13,-4.64
1097,13,-10.0
1130,13,-10.0
1132,13,2.36
1148,13,0.77
1153,13,2.15
1154,13,-8.33
1161,13,-5.25
1175,13,4.66
1221,13,0.0
1222,13,2.56
1224,13,4.55
1232,13,1.89
1238,13,-6.53
1257,13,-4.31
1269,13,1.59
1274,13,-5.0
1283,13,-7.32
1296,13,-7.68
1310,13,-6.87
1315,13,0.0
1343,13,2.36
1363,13,6.4
1364,13,-9.39
1365,13,-10.0
1367,13,-9.44
1372,13,-1.42
1375,13,-10.0
1378,13,-4.67
1379,13,-7.93
1385,13,-3.74
1390,13,0.0
1408,13,-6.57
1416,13,-10.0
1423,13,-8.94
1433,13,-10.0
1443,13,0.49
1445,13,-3.05
1455,13,-4.72
1458,13,-4.07
1461,13,1.91
1471,13,-6.08
1475,13,0.61
1477,13,-6.91
1485,13,-1.38
1488,13,-4.76
1526,13,0.0
1539,13,-2.76
1679,13,-10.0
1684,13,6.71
1689,13,-9.61
1693,13,-7.7
1694,13,-9.67
1695,13,-9.43
1702,13,-10.0
1705,13,-9.76
1720,13,-2.08
1727,13,9.65
1741,13,9.89
1758,13,-7.63
1789,13,-10.0
1810,13,-8.86
1819,13,-10.0
1827,13,0.0
1829,13,-4.65
1862,13,2.17
1875,13,-8.19
1879,13,8.66
1902,13,0.0
1903,13,0.0
1997,13,0.0
2015,13,9.72
2077,13,-10.0
2084,13,-10.0
2113,13,0.0
2177,13,0.0
2181,13,-7.33
2212,13,-6.75
2224,13,0.0
2227,13,4.04
2247,13,4.49
2249,13,4.07
2316,13,-3.98
2319,13,0.89
2330,13,-6.22
2372,13,-3.82
2374,13,-2.32
2398,13,-7.78
2403,13,-2.99
2426,13,0.63
2440,13,-6.81
2451,13,5.16
2488,13,5.0
2512,13,-6.34
2516,13,-5.2
2518,13,-5.37
2528,13,-4.47
2532,13,7.27
2533,13,10.0
2534,13,10.0
2536,13,0.0
2540,13,-10.0
2541,13,0.0
2585,13,5.14
2626,13,2.66
2633,13,0.0
2635,13,-1.99
2637,13,-10.0
2682,13,-9.47
2699,13,-8.86
2778,13,-5.98
2786,13,0.49
2820,13,-7.92
2849,13,-10.0
2853,13,0.0
2860,13,0.0
2922,13,0.0
2926,13,0.0
2927,13,0.0
2932,13,5.67
2933,13,-10.0
2948,13,-6.52
2960,13,-3.73
2982,13,0.0
2983,13,0.0
3000,13,-8.41
3023,13,-4.47
3026,13,0.0
3036,13,0.0
3066,13,-10.0
3079,13,7.24
3087,13,3.65
3119,13,0.0
3123,13,-4.27
3130,13,-10.0
3219,13,-8.41
3249,13,-10.0
3252,13,-1.12
3253,13,-2.74
3259,13,0.0
3271,13,-3.48
3294,13,5.59
3332,13,0.0
3334,13,-1.95
3335,13,0.0
3339,13,-4.09
3346,13,0.0
3373,13,-9.8
3380,13,-7.56
3382,13,-9.27
3398,13,-5.59
3405,13,2.15
3437,13,2.32
3451,13,-7.56
3462,13,4.78
3513,13,0.0
3519,13,-1.63
3520,13,-9.19
3560,13,0.0
3571,13,2.85
3592,13,-0.73
3607,13,2.38
3611,13,-8.46
3687,13,0.0
3704,13,2.54
3755,13,-8.99
3763,13,-5.63
3786,13,7.2
3790,13,-3.48
3816,13,-10.0
3840,13,0.0
3905,13,-5.0
3927,13,10.0
3936,13,0.0
3951,13,-4.39
3955,13,-3.9
3964,13,1.06
4103,13,-3.56
4126,13,-6.75
4140,13,0.41
4169,13,-10.0
4197,13,-4.86
4225,13,-6.42
4272,13,-7.05
4288,13,-1.9
4290,13,-9.72
4322,13,0.41
4326,13,-9.98
4345,13,-5.89
4361,13,-6.63
4372,13,4.93
4385,13,-9.67
4389,13,-5.85
4392,13,-8.98
4393,13,-4.17
4422,13,0.0
4436,13,-5.69
4451,13,0.0
4463,13,-1.34
4475,13,2.15
4476,13,-6.59
4485,13,0.0
4532,13,1.02
4533,13,0.0
4544,13,-2.87
4549,13,-10.0
4563,13,-9.37
4571,13,-6.46
4577,13,-10.0
4592,13,0.0
4599,13,6.34
4620,13,-7.28
4625,13,6.83
4632,13,-7.89
4646,13,-4.15
4656,13,-3.09
4661,13,0.0
4671,13,-5.59
4696,13,-6.95
4705,13,-6.28
4711,13,-3.21
4729,13,-20.0
4754,13,0.0
4793,13,-9.55
4839,13,-9.67
4863,13,-10.0
4883,13,-4.43
4896,13,0.0
4920,13,-3.37
4930,13,-4.67
4966,13,0.0
4974,13,0.0
5011,13,-6.14
5023,13,0.0
5036,13,-9.67
5040,13,-3.74
5042,13,0.0
5044,13,7.83
5061,13,-9.66
5069,13,-3.74
5101,13,-4.24
5114,13,-10.0
5180,13,0.0
5223,13,0.0
5244,13,0.0
5298,13,-10.0
5307,13,-7.31
5335,13,0.0
5338,13,-10.0
5342,13,0.0
5346,13,-4.27
5355,13,0.0
5359,13,-10.0
5362,13,0.0
5377,13,3.66
5378,13,-10.0
5383,13,0.0
5385,13,9.72
5393,13,-6.52
5397,13,0.0
5408,13,-10.0
5424,13,5.81
5441,13,-10.0
5465,13,-3.71
5471,13,-6.7
5486,13,-3.37
5550,13,-9.1
5555,13,6.5
5567,13,-9.64
5569,13,-8.5
5613,13,0.0
5616,13,-10.0
5620,13,1.46
5629,13,6.06
5634,13,-10.0
5669,13,-4.27
5698,13,3.11
5706,13,-9.96
5713,13,-10.0
5727,13,-10.0
5741,13,-4.88
5742,13,6.5
5794,13,0.0
5864,13,-2.36
5905,13,-9.15
5939,13,2.38
5955,13,0.0
5975,13,10.0
5992,13,-5.75
6083,13,2.44
6110,13,-7.6
6111,13,-9.43
6117,13,0.0
6120,13,-9.21
6124,13,-9.05
6127,13,0.0
6133,13,-9.72
6152,13,0.0
6164,13,-9.57
6177,13,4.43
6195,13,3.33
6220,13,0.0
6229,13,-3.66
6268,13,-8.74
6290,13,-0.08
6325,13,-5.2
6375,13,-10.0
6383,13,-5.34
6405,13,0.0
6430,13,10.0
6432,13,-9.76
6462,13,4.11
6464,13,0.0
6507,13,0.0
6512,13,-9.76
6523,13,-3.66
6565,13,0.0
6589,13,3.25
6611,13,-9.59
6642,13,-10.0
6644,13,4.37
6663,13,-7.33
6682,13,-4.72
6689,13,0.0
6692,13,0.0
6700,13,-4.22
6716,13,-10.0
6749,13,-10.0
6752,13,0.0
6823,13,-9.43
6841,13,-9.05
6846,13,1.69
6849,13,6.99
6873,13,-10.0
6895,13,3.73
6919,13,-6.67
6958,13,2.32
6966,13,-8.09
6977,13,-2.36
6993,13,-10.0
7051,13,0.0
7076,13,10.0
7094,13,3.19
7107,13,-7.03
7117,13,0.0
7155,13,-6.99
7161,13,-10.0
7167,13,-3.98
7184,13,-2.56
7213,13,6.79
7214,13,-4.24
7219,13,-6.8
7228,13,-4.86
7235,13,-3.87
7256,13,-2.28
7267,13,-10.0
7316,13,0.0
7325,13,-8.16
7328,13,10.0
7423,13,-9.61
7465,13,-7.93
7494,13,-2.64
7495,13,-3.25
7516,13,-10.0
7532,13,0.0
7565,13,-10.0
7566,13,-10.0
7620,13,0.05
7632,13,10.0
7651,13,0.0
7656,13,-7.45
7685,13,-6.48
7689,13,-4.51
5,15,-7.26
6,15,1.71
45,15,5.75
109,15,4.21
124,15,-5.91
159,15,3.69
161,15,-10.0
192,15,1.28
200,15,-8.65
215,15,-10.0
223,15,-10.0
224,15,8.29
258,15,-4.26
283,15,-3.05
298,15,0.0
307,15,-2.89
341,15,0.0
405,15,-9.19
444,15,-6.3
488,15,-0.73
505,15,10.0
509,15,-5.44
510,15,0.0
553,15,0.77
575,15,7.24
608,15,-2.03
644,15,0.0
663,15,-2.8
673,15,1.95
677,15,4.47
687,15,-10.0
698,15,-2.48
718,15,-9.02
764,15,-9.96
788,15,-4.26
797,15,-4.88
801,15,-9.67
807,15,-5.08
810,15,-3.86
811,15,5.66
814,15,-3.41
820,15,0.0
831,15,0.0
837,15,-7.33
864,15,0.0
876,15,-10.0
889,15,-7.21
900,15,0.0
940,15,-4.55
1021,15,-9.27
1037,15,0.0
1045,15,-6.18
1061,15,-9.11
1079,15,-10.0
1081,15,-10.0
1094,15,5.1
1096,15,0.0
1097,15,-10.0
1148,15,-1.26
1153,15,0.0
1222,15,-4.02
1224,15,-2.68
1232,15,-5.75
1238,15,-9.63
1257,15,-6.1
1283,15,-5.37
1296,15,-9.27
1310,15,-9.11
1320,15,-3.74
1335,15,0.0
1343,15,-6.46
1363,15,-3.48
1364,15,-10.0
1365,15,0.0
1367,15,-9.28
1375,15,0.0
1378,15,-7.89
1379,15,-9.59
1385,15,-5.0
1408,15,-9.33
1416,15,-10.0
1423,15,-9.83
1433,15,-10.0
1438,15,-7.8
1445,15,0.0
1453,15,0.0
1455,15,-8.23
1461,15,0.0
1471,15,-5.43
1475,15,-8.74
1477,15,-9.59
1488,15,-8.96
1526,15,-7.66
1539,15,-3.74
1644,15,-4.63
1693,15,-6.36
1695,15,-9.51
1702,15,0.0
1705,15,3.13
1720,15,-2.54
1741,15,3.56
1742,15,-10.0
1758,15,-7.39
1771,15,0.0
1789,15,9.45
1819,15,5.57
1827,15,1.18
1839,15,-10.0
1843,15,0.0
1862,15,-9.01
1879,15,2.48
1906,15,-7.44
2077,15,-5.12
2084,15,3.05
2113,15,-8.31
2177,15,0.0
2181,15,-5.73
2224,15,-6.33
2249,15,0.98
2316,15,-10.0
2319,15,3.7
2330,15,-5.81
2356,15,0.0
2360,15,0.0
2361,15,0.0
2372,15,-7.97
2374,15,-5.28
2398,15,0.0
2426,15,2.3
2440,15,-6.32
2451,15,0.0
2516,15,0.0
2532,15,-5.41
2533,15,-10.0
2534,15,10.0
2536,15,0.0
2540,15,-10.0
2567,15,-0.53
2585,15,-10.0
2593,15,10.0
2626,15,7.99
2627,15,-2.54
2637,15,6.5
2682,15,-5.45
2786,15,4.84
2853,15,-3.62
2897,15,4.84
2922,15,-9.43
2932,15,6.88
2933,15,3.82
2948,15,-6.52
2976,15,0.0
2982,15,0.0
2983,15,0.0
3036,15,-5.89
3066,15,-9.59
3070,15,10.0
3083,15,6.1
3123,15,-10.0
3130,15,-10.0
3175,15,-7.93
3219,15,-7.52
3249,15,0.0
3252,15,-1.2
3253,15,-1.97
3259,15,0.0
3271,15,0.0
3294,15,0.0
3320,15,2.07
3332,15,0.0
3339,15,-2.26
3373,15,2.6
3379,15,-1.4
3380,15,-1.3
3382,15,-8.74
3405,15,0.0
3437,15,2.16
3500,15,0.0
3520,15,-9.51
3560,15,0.0
3592,15,0.2
3607,15,3.8
3611,15,-8.21
3635,15,3.86
3704,15,-9.65
3752,15,-3.71
3786,15,8.82
3790,15,2.3
3840,15,0.0
3905,15,-0.93
3927,15,10.0
3951,15,0.0
3964,15,0.69
4018,15,-0.44
4057,15,0.0
4103,15,-9.59
4140,15,-9.15
4197,15,3.84
4253,15,0.0
4272,15,8.8
4322,15,1.02
4345,15,-5.98
4361,15,-3.9
4372,15,0.0
4385,15,-6.83
4392,15,-7.32
4424,15,0.0
4436,15,-6.02
4451,15,-4.29
4475,15,1.22
4476,15,-9.55
4484,15,4.35
4485,15,0.0
4532,15,-2.24
4533,15,-10.0
4544,15,-8.81
4549,15,-10.0
4571,15,-4.43
4577,15,-10.0
4592,15,0.0
4620,15,-0.12
4635,15,0.0
4671,15,-5.4
4686,15,-2.2
4696,15,2.56
4701,15,-3.77
4852,15,0.0
4857,15,-1.5
4896,15,-8.13
4920,15,-9.23
4930,15,-9.47
4964,15,0.0
4974,15,0.0
5036,15,-10.0
5040,15,-3.09
5042,15,2.32
5044,15,-6.97
5061,15,-9.74
5069,15,1.2
5101,15,-4.36
5180,15,0.0
5223,15,-3.76
5273,15,-5.49
5335,15,0.0
5359,15,-10.0
5383,15,2.81
5393,15,-10.0
5397,15,-1.59
5408,15,-10.0
5441,15,-10.0
5471,15,-4.18
5486,15,-3.25
5550,15,-9.36
5555,15,-9.8
5567,15,1.48
5569,15,-5.0
5583,15,0.0
5607,15,-7.81
5616,15,-10.0
5669,15,-1.48
5698,15,-6.73
5706,15,4.18
5713,15,-7.72
5727,15,2.07
5741,15,-5.33
5794,15,0.0
5857,15,0.0
5905,15,-9.59
5917,15,0.0
5968,15,2.2
5975,15,-10.0
5992,15,-5.66
6065,15,0.0
6111,15,-1.87
6117,15,0.0
6120,15,0.0
6127,15,-10.0
6152,15,0.0
6164,15,-9.28
6195,15,0.0
6218,15,2.36
6220,15,-6.59
6282,15,1.16
6375,15,-10.0
6383,15,-4.55
